,Aug 09,Aug 08,Aug 07,Aug 06,Aug 05,Aug 04,Aug 03,Aug 02,Aug 01,Jul 31,Jul 30,Jul 29,Jul 28,Jul 27,Jul 26,Jul 25,Jul 24,Jul 23,Jul 22,Jul 21,Jul 20,Jul 19,Jul 18,Jul 17,Jul 16,Jul 15,Jul 14,Jul 13,Jul 12,Jul 11,Jul 10,Jul 09,Jul 08,Jul 07,Jul 06,Jul 05,Jul 04,Jul 03,Jul 02,Jul 01,Jun 30,Jun 29,Jun 28,Jun 27,Jun 26,Jun 25,Jun 24,Jun 23,Jun 22,Jun 21,Jun 20,Jun 19,Jun 18
bikeraceprobyt.f.games,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
worms2,1,1,1,0,0,2,0,1,0,1,2,0,0,1,8,7,3,7,22,1,1,0,0,1,1,0,2,3,1,2,2,0,0,0,0,3,3,1,0,1,2,2,1,3,5,2,3,3,0,1,3,2,2
tamagotchiclassic,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,1,1,1,1,0,1,1,1,1,1,3,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
legobatman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
worldofgoo,22,19,12,18,23,23,26,28,17,15,15,14,27,20,55,76,59,35,85,55,10,11,18,7,9,12,8,9,12,17,4,4,0,0,0,5,14,10,48,16,24,18,7,11,6,17,12,14,11,8,7,1,6
doodlegod,0,0,0,1,0,1,0,3,3,0,1,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
ageofcivilizations,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
infiltratingtheairship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
infiniteflightsimulator,1,1,2,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
r.b.i.baseball16,0,0,0,0,0,0,0,1,1,0,0,1,2,0,2,1,1,0,0,2,1,1,1,1,1,1,2,2,2,2,1,1,0,0,0,5,1,1,1,1,1,2,1,2,2,1,2,1,1,1,2,1,0
tocablocks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
ultimatewolfsimulator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
laracroftgo,0,0,0,1,0,2,7,55,10,1,0,2,1,0,0,1,0,0,0,0,1,0,2,3,2,0,0,1,0,4,1,0,0,0,0,4,4,1,1,5,3,4,4,3,6,2,5,6,10,8,12,13,19
legothelordoftherings,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,0,0,0,0
atomicbomberfull,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ultimatehorsesimulator,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
papaspizzeriatogo!,0,0,0,0,0,0,1,0,0,1,0,1,1,2,1,1,0,1,2,2,2,2,3,1,2,1,1,2,2,2,1,2,0,0,0,0,1,1,1,2,1,4,1,2,3,2,2,0,1,1,2,1,0
ultimatefoxsimulator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ppssppgold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
baldursgateenhancededition,0,0,0,0,0,0,1,2,3,2,1,1,0,0,0,1,0,0,1,0,0,3,1,0,0,0,0,1,1,0,0,1,0,0,0,0,2,2,0,1,0,0,2,0,0,1,0,0,0,1,2,0,0
angrybirdsspacepremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gamestudiotycoon3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,29,9,21,11,22,23,28,24,30,19,19,14,2,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0
knightsofpen&paper+1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
simpleplanes,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,1,0,1,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
dictator2,0,0,0,0,0,0,0,0,0,1,2,3,3,2,3,3,3,2,4,3,3,2,3,3,3,3,3,3,5,3,3,2,0,0,0,0,0,0,1,2,2,3,2,1,0,1,2,4,3,3,4,5,7
nes.emu,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
thesurvivor,3,8,2,2,0,1,2,4,4,1,7,5,1,6,2,3,8,2,6,3,6,1,0,4,0,3,4,1,4,2,3,0,0,0,0,0,2,10,10,1,5,5,1,1,0,2,1,6,9,2,4,2,1
mupen64plusae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
angrybirdsstarwarsii,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
outthere,265,263,136,143,176,225,271,261,212,169,188,235,219,252,243,202,137,154,207,229,275,272,325,246,239,314,293,379,436,436,261,150,0,0,0,147,138,234,166,173,230,185,208,209,141,167,213,206,218,178,165,182,155
fleeingthecomplex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
pixelmonheartforminecraft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
profootballcoach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
banditsixvr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waywardsouls,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
dead,220,241,220,181,227,278,285,280,288,282,310,369,242,219,274,111,0,0,183,189,292,246,286,362,393,433,372,342,354,382,262,207,0,0,0,259,197,128,205,188,161,267,240,173,186,197,214,199,209,262,240,77,0
littleinferno,0,0,0,1,0,0,2,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,1,0,0,0,1,0,1,0,0,1
adventuresofmana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,6,8,0,0,0,0,0,0,0,0,0
metaball,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
tabletennistouch,1,10,0,0,0,1,0,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
crossword,25,29,27,32,33,36,27,34,31,28,35,73,35,40,33,27,28,32,44,35,39,21,29,31,24,26,24,16,39,32,37,73,0,0,0,30,43,29,33,39,35,31,38,36,40,28,31,32,37,33,27,26,19
exploration,12,11,13,12,11,11,11,18,10,5,6,5,13,26,17,31,18,46,65,145,30,33,26,48,19,10,7,10,11,29,4,7,0,0,0,9,11,2,4,6,11,11,7,7,5,15,20,29,71,10,16,4,9
tinyguardians,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
darkecho,1,1,0,1,3,2,0,0,0,0,0,0,2,1,4,4,4,5,2,2,1,2,2,2,2,2,1,1,3,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,2,1,1,1,1,2,1,1
drawsomething,4,2,0,5,2,2,2,5,5,2,2,2,0,2,1,6,3,2,2,3,0,2,3,1,2,9,7,5,6,11,0,1,0,0,0,2,2,2,1,4,6,1,1,0,2,0,2,3,4,1,3,2,1
idleevolution2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0
danieltigersstop&gopotty,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
castleofillusion,2,1,2,2,1,0,0,0,1,2,0,1,2,1,1,0,1,0,1,1,2,3,2,3,0,1,1,3,9,2,1,0,0,0,0,4,3,2,3,1,8,15,0,0,1,1,0,0,0,0,0,0,2
startradersrpgelite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realsteel,1,1,0,0,2,0,2,0,0,1,2,0,3,0,2,1,0,2,2,2,1,0,1,2,2,4,0,2,1,3,1,1,0,0,0,1,1,3,3,0,2,0,1,0,0,0,0,0,0,0,1,0,0
myplayhome,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
theamazingspider-man,1,5,7,0,1,3,7,1,4,2,3,2,3,0,0,2,0,2,2,5,2,0,2,9,2,0,4,2,1,1,1,0,0,0,0,2,4,2,2,1,3,2,0,0,4,6,1,0,1,2,2,10,0
hitmango,2,9,0,1,0,2,3,36,23,0,0,1,1,0,3,0,0,1,4,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0
buildbattle,3,2,0,1,0,1,1,1,0,0,1,0,1,1,4,0,0,0,0,0,1,4,0,0,1,0,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0
legoninjago,1,5,0,0,4,0,1,1,2,3,7,5,11,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,3,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,1,0,2,0,0,1,0
factoryballs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peppapig,8,3,4,6,5,5,2,6,3,3,6,8,6,8,8,6,7,12,29,9,5,4,12,2,0,2,2,0,3,5,8,0,0,0,1,1,1,3,1,9,7,3,1,0,2,1,0,1,0,7,4,0,1
drawastickman,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
skisafari,2,3,3,2,1,2,1,1,1,2,4,3,4,4,4,7,4,2,5,5,4,5,3,3,4,7,1,2,3,1,4,0,0,0,0,5,3,4,8,3,1,2,2,5,6,4,2,2,6,5,2,0,1
papasburgeriatogo!,0,0,0,0,0,1,2,0,1,0,0,1,0,0,1,1,1,1,3,0,0,0,0,0,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0
80days,1,2,0,2,3,3,2,1,1,2,2,0,2,0,1,3,0,1,3,2,2,0,1,1,0,2,0,0,1,2,1,0,0,0,0,0,5,1,4,1,1,2,0,0,3,2,0,5,2,0,3,1,2
eldersign,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,3,0,0,2,7,3,0,0,0,0,0
simplerockets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lostecho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
mlbmanager2016,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
prune,1,0,1,0,3,0,1,2,1,1,1,3,7,5,10,11,6,7,30,9,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,3,2,1,0,0,4,1,1,2,1,0,0,1,1,1,2,0,0
pumpedbmx2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0
syberia,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2,0,1,0,1,0,0
patchworkthegame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
worms4,0,1,0,0,1,0,0,0,0,1,0,1,1,0,3,3,1,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
strandedsurvival,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
goatsimulatormmosimulator,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shadowrunreturns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
stealingthediamond,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
teenagemutantninjaturtles,1,1,2,4,9,0,0,1,0,0,4,4,4,1,0,0,1,0,0,0,2,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,3,0,0
footballmanagermobile2016,4,6,3,8,7,6,6,7,9,6,7,8,7,4,9,6,4,5,6,7,6,5,7,7,5,7,6,5,4,5,6,4,0,0,0,9,6,6,6,7,6,6,7,5,5,5,5,6,5,6,8,7,5
thesequence,1,2,0,1,1,2,3,6,2,1,4,2,0,2,2,1,0,2,2,2,1,4,4,1,10,1,1,0,2,3,1,0,0,0,0,2,2,2,1,0,1,5,12,1,1,0,1,2,2,2,2,0,3
forgedinbattle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zombievilleusa,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,3,0,0,0,0,1,2,3,1,0,0,0,1,5,0,1,4,1,0,10,1,1,1
talisman,1,0,1,0,0,2,2,3,15,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,1,10,8,7,1,0
hook,26,32,19,27,70,38,30,62,29,40,44,44,30,42,47,32,17,31,53,75,39,27,20,37,30,70,56,48,35,59,34,23,0,0,0,50,20,33,26,36,32,40,53,47,30,38,51,45,40,47,24,32,46
wheeloffortune,1,0,0,0,0,0,2,4,0,1,0,1,0,2,1,2,2,1,1,0,3,2,2,0,0,1,0,4,2,2,1,2,0,0,0,1,2,1,3,1,5,1,8,3,5,5,13,35,0,0,2,1,1
callofduty,9,7,12,21,13,23,8,14,11,14,13,18,16,13,12,16,21,10,14,15,17,17,25,20,13,16,16,18,17,20,7,5,0,0,0,19,141,21,6,11,19,12,18,10,26,18,21,44,54,17,15,10,14
deusex,0,0,0,2,0,2,1,0,1,0,0,0,0,0,1,0,0,0,3,0,1,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,3,2,11,3,0,4,1,0
knightsofpen&paper2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
starwarspinball4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
evoland,0,0,0,5,5,2,0,0,1,0,1,3,3,1,3,4,3,5,2,0,0,1,0,2,1,2,7,2,2,5,4,3,0,0,0,0,0,0,0,1,0,0,3,1,0,0,2,4,0,1,2,3,0
sugar,45,20,34,37,49,43,44,57,45,47,60,55,52,50,43,49,43,33,58,47,48,48,33,50,34,49,50,69,69,88,59,24,0,0,0,42,41,32,49,43,61,138,81,69,19,25,30,32,117,69,55,26,41
ageofzombies,3,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
thelosttreasure,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
worms3,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,3,2,1,0,0,0,0,0,1,1,1,1,2,0,0,1,0,1
riptidegp2,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kittypowersmatchmaker,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tocaboo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
godoflighthd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pawpatrolpupstakeflight,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
mazesofkarradash2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blockfortress,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,2,2,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0
ultimatelionsimulator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shadowrun,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0,2,5,5,0,0,1,0,0
doodledevilhd,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000000,1,0,1,0,0,0,0,3,1,0,0,0,0,4,0,0,0,0,0,4,1,2,3,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
finalfantasyvi,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
phase10,1,0,0,0,1,0,1,2,0,1,0,1,2,2,2,0,1,1,1,0,2,0,3,0,0,1,1,5,0,4,2,0,0,0,0,0,1,0,3,3,1,2,3,1,0,1,1,1,0,1,0,0,2
grannysmith,0,0,0,0,2,2,2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
doom&destinyadvanced,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,11,0,0
dirttrackin,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kidsdoodle,1,2,0,1,2,0,3,2,1,0,4,0,0,0,1,2,0,2,2,3,3,2,1,2,2,0,2,2,3,3,5,2,0,0,0,1,3,2,1,4,2,2,7,2,4,5,1,0,0,3,3,4,2
legostarwars,5,5,6,7,16,3,3,1,16,2,0,0,4,0,2,10,0,0,9,2,7,3,1,2,5,0,15,27,3,7,6,7,0,0,0,32,42,35,49,55,110,89,71,4,0,1,3,1,0,0,2,1,1
splendor,1,0,0,2,1,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,4,6,2,1,2,4,2,4,3,5,5,14,37,0,0,1,0,0
xcom,1,2,2,1,1,1,2,1,1,1,0,0,0,1,0,3,1,1,0,2,4,2,6,4,5,0,5,1,0,1,1,0,0,0,0,0,0,2,1,4,11,1,3,4,3,6,12,8,2,0,3,1,2
dungeonvillage,0,1,0,0,0,1,0,1,13,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
osmoshd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
raymanfiestarun,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0
limbo,7,9,11,7,8,13,10,10,15,11,14,9,10,9,7,12,6,9,14,13,12,6,8,7,10,12,8,16,14,13,11,7,0,0,0,13,6,6,7,7,6,5,12,3,4,5,5,10,258,516,7,3,3
papasfreezeriahd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pandemic,2,0,1,1,0,5,3,0,0,4,0,3,0,0,0,2,1,1,0,0,0,1,1,2,1,2,0,0,2,5,13,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,2,1,1
myplayhomeschool,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
icewinddaleenhancededition,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
pacificrim,0,0,0,0,0,1,1,0,2,0,0,2,4,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
